,Funding type
5745,Grant
5746,Seed
5747,Seed
5748,Grant
5749,Seed
5750,Grant
5751,Series A
5752,Venture - Series Unknown
5753,Equity Crowdfunding
5754,Grant
5755,Seed
5756,Series C
5757,Grant
5758,Private Equity
5759,Seed
5760,Grant
5761,Seed
5762,Angel
5763,Seed
5764,Venture - Series Unknown
5765,Venture - Series Unknown
5766,Seed
5767,Seed
5768,Venture - Series Unknown
5769,Grant
5770,Seed
5771,Venture - Series Unknown
5772,Non-equity Assistance
5773,Series A
5774,Venture - Series Unknown
5775,Seed
5776,Post-IPO Equity
5777,Post-IPO Debt
5778,Venture - Series Unknown
5779,Series A
5780,Venture - Series Unknown
5781,Debt Financing
5782,Venture - Series Unknown
5783,Non-equity Assistance
5784,Series A
5785,Venture - Series Unknown
5786,Series B
5787,Angel
5788,Debt Financing
5789,Debt Financing
5790,Venture - Series Unknown
5791,Seed
5792,Series A
5793,Convertible Note
5794,Angel
5795,Series A
5796,Convertible Note
5797,Grant
5798,Equity Crowdfunding
5799,Equity Crowdfunding
5800,Equity Crowdfunding
5801,Series B
5802,Post-IPO Debt
5803,Venture - Series Unknown
5804,Seed
5805,Seed
5806,Convertible Note
5807,Series B
5808,Venture - Series Unknown
5809,Series B
5810,Venture - Series Unknown
5811,Post-IPO Equity
5812,Series B
5813,Series A
5814,Series B
5815,Seed
5816,Venture - Series Unknown
5817,Seed
5818,Venture - Series Unknown
5819,Post-IPO Equity
5820,Series B
5821,Venture - Series Unknown
5822,Pre-Seed
5823,Convertible Note
5824,Venture - Series Unknown
5825,Debt Financing
5826,Series A
5827,Series A
5828,Venture - Series Unknown
5829,Series D
5830,Series B
5831,Seed
5832,Series A
5833,Series C
5834,Venture - Series Unknown
5835,Series A
5836,Post-IPO Equity
5837,Pre-Seed
5838,Grant
5839,Venture - Series Unknown
5840,Debt Financing
5841,Venture - Series Unknown
5842,Venture - Series Unknown
5843,Series A
5844,Private Equity
5845,Debt Financing
5846,Private Equity
5847,Venture - Series Unknown
5848,Venture - Series Unknown
5849,Series C
5850,Series B
5851,Debt Financing
5852,Venture - Series Unknown
5853,Series A
5854,Series A
5855,Seed
5856,Grant
5857,Private Equity
5858,Seed
5859,Debt Financing
5860,Series A
5861,Angel
5862,Venture - Series Unknown
5863,Series A
5864,Venture - Series Unknown
5865,Equity Crowdfunding
5866,Venture - Series Unknown
5867,Seed
5868,Seed
5869,Series A
5870,Seed
5871,Convertible Note
5872,Seed
5873,Venture - Series Unknown
5874,Post-IPO Equity
5875,Venture - Series Unknown
5876,Debt Financing
5877,Venture - Series Unknown
5878,Grant
5879,Series A
5880,Series A
5881,Seed
5882,Angel
5883,Seed
5884,Series A
5885,Angel
5886,Angel
5887,Seed
5888,Seed
5889,Seed
5890,Debt Financing
5891,Series A
5892,Seed
5893,Seed
5894,Seed
5895,Seed
5896,Venture - Series Unknown
5897,Angel
5898,Seed
5899,Post-IPO Debt
5900,Seed
5901,Seed
5902,Equity Crowdfunding
5903,Venture - Series Unknown
5904,Equity Crowdfunding
5905,Series C
5906,Seed
5907,Grant
5908,Equity Crowdfunding
5909,Seed
5910,Seed
5911,Venture - Series Unknown
5912,Grant
5913,Venture - Series Unknown
5914,Series B
5915,Seed
5916,Seed
5917,Series A
5918,Angel
5919,Series B
5920,Venture - Series Unknown
5921,Debt Financing
5922,Debt Financing
5923,Seed
5924,Seed
5925,Venture - Series Unknown
5926,Series C
5927,Debt Financing
5928,Post-IPO Debt
5929,Venture - Series Unknown
5930,Series D
5931,Equity Crowdfunding
5932,Venture - Series Unknown
5933,Series A
5934,Series C
5935,Series A
5936,Venture - Series Unknown
5937,Series A
5938,Series A
5939,Seed
5940,Angel
5941,Series B
5942,Series A
5943,Series B
5944,Seed
5945,Post-IPO Equity
5946,Seed
5947,Venture - Series Unknown
5948,Venture - Series Unknown
5949,Series B
5950,Seed
5951,Series A
5952,Debt Financing
5953,Convertible Note
5954,Seed
5955,Post-IPO Equity
5956,Series B
5957,Series A
5958,Series A
5959,Venture - Series Unknown
5960,Debt Financing
5961,Seed
5962,Grant
5963,Series A
5964,Series B
5965,Series A
5966,Seed
5967,Post-IPO Equity
5968,Seed
5969,Venture - Series Unknown
5970,Equity Crowdfunding
5971,Angel
5972,Seed
5973,Seed
5974,Funding Round
5975,Equity Crowdfunding
5976,Series B
5977,Grant
5978,Seed
5979,Seed
5980,Venture - Series Unknown
5981,Venture - Series Unknown
5982,Seed
5983,Post-IPO Debt
5984,Non-equity Assistance
5985,Convertible Note
5986,Venture - Series Unknown
5987,Venture - Series Unknown
5988,Angel
5989,Angel
5990,Seed
5991,Pre-Seed
5992,Angel
5993,Post-IPO Equity
5994,Series B
5995,Debt Financing
5996,Convertible Note
5997,Venture - Series Unknown
5998,Venture - Series Unknown
5999,Grant
6000,Seed
6001,Venture - Series Unknown
6002,Venture - Series Unknown
6003,Grant
6004,Series A
6005,Seed
6006,Seed
6007,Seed
6008,Debt Financing
6009,Series B
6010,Series A
6011,Convertible Note
6012,Series A
6013,Seed
6014,Debt Financing
6015,Seed
6016,Series C
6017,Series A
6018,Debt Financing
6019,Series C
6020,Venture - Series Unknown
6021,Venture - Series Unknown
6022,Venture - Series Unknown
6023,Venture - Series Unknown
6024,Post-IPO Equity
6025,Seed
6026,Series C
6027,Pre-Seed
6028,Venture - Series Unknown
6029,Private Equity
6030,Series C
6031,Series A
6032,Seed
6033,Series D
6034,Post-IPO Equity
6035,Venture - Series Unknown
6036,Debt Financing
6037,Debt Financing
6038,Equity Crowdfunding
6039,Series A
6040,Venture - Series Unknown
6041,Venture - Series Unknown
6042,Seed
6043,Series A
6044,Debt Financing
6045,Seed
6046,Post-IPO Equity
6047,Seed
6048,Seed
6049,Seed
6050,Angel
6051,Post-IPO Equity
6052,Private Equity
6053,Series A
6054,Venture - Series Unknown
6055,Seed
6056,Pre-Seed
6057,Post-IPO Debt
6058,Venture - Series Unknown
6059,Debt Financing
6060,Post-IPO Equity
6061,Series A
6062,Seed
6063,Debt Financing
6064,Venture - Series Unknown
6065,Series D
6066,Venture - Series Unknown
6067,Series A
6068,Seed
6069,Equity Crowdfunding
6070,Series A
6071,Venture - Series Unknown
6072,Venture - Series Unknown
6073,Equity Crowdfunding
6074,Non-equity Assistance
6075,Series A
6076,Series A
6077,Angel
6078,Series C
6079,Seed
6080,Series A
6081,Grant
6082,Seed
6083,Venture - Series Unknown
6084,Venture - Series Unknown
6085,Series A
6086,Series A
6087,Venture - Series Unknown
6088,Venture - Series Unknown
6089,Venture - Series Unknown
6090,Angel
6091,Venture - Series Unknown
6092,Series A
6093,Seed
6094,Private Equity
6095,Venture - Series Unknown
6096,Seed
6097,Seed
6098,Venture - Series Unknown
6099,Seed
6100,Grant
6101,Series A
6102,Seed
6103,Series A
6104,Angel
6105,Grant
6106,Series A
6107,Series A
6108,Angel
6109,Venture - Series Unknown
6110,Angel
6111,Seed
6112,Series C
6113,Grant
6114,Grant
6115,Seed
6116,Venture - Series Unknown
6117,Series A
6118,Seed
6119,Grant
6120,Seed
6121,Venture - Series Unknown
6122,Grant
6123,Private Equity
6124,Seed
6125,Non-equity Assistance
6126,Series A
6127,Seed
6128,Grant
6129,Series A
6130,Grant
6131,Venture - Series Unknown
6132,Seed
6133,Grant
6134,Seed
6135,Seed
6136,Seed
6137,Grant
6138,Seed
6139,Seed
6140,Grant
6141,Grant
6142,Seed
6143,Grant
6144,Grant
6145,Debt Financing
6146,Seed
6147,Seed
6148,Grant
6149,Seed
6150,Debt Financing
6151,Angel
6152,Grant
6153,Seed
6154,Post-IPO Equity
6155,Seed
6156,Grant
6157,Venture - Series Unknown
6158,Grant
6159,Seed
6160,Grant
6161,Series A
6162,Grant
6163,Grant
6164,Venture - Series Unknown
6165,Grant
6166,Grant
6167,Grant
6168,Seed
6169,Grant
6170,Grant
6171,Angel
6172,Grant
6173,Angel
6174,Seed
6175,Debt Financing
6176,Venture - Series Unknown
6177,Debt Financing
6178,Grant
6179,Grant
6180,Grant
6181,Series A
6182,Seed
6183,Seed
6184,Grant
6185,Seed
6186,Venture - Series Unknown
6187,Series C
6188,Seed
6189,Grant
6190,Grant
6191,Venture - Series Unknown
6192,Seed
6193,Grant
6194,Post-IPO Equity
6195,Seed
6196,Seed
6197,Series D
6198,Seed
6199,Grant
6200,Angel
6201,Seed
6202,Debt Financing
6203,Series A
6204,Convertible Note
6205,Seed
6206,Seed
6207,Equity Crowdfunding
6208,Series A
6209,Series A
6210,Grant
6211,Venture - Series Unknown
6212,Seed
6213,Series B
6214,Post-IPO Debt
6215,Post-IPO Equity
6216,Venture - Series Unknown
6217,Seed
6218,Series B
6219,Venture - Series Unknown
6220,Series A
6221,Venture - Series Unknown
6222,Venture - Series Unknown
6223,Venture - Series Unknown
6224,Series B
6225,Series A
6226,Series A
6227,Seed
6228,Series C
6229,Funding Round
6230,Venture - Series Unknown
6231,Venture - Series Unknown
6232,Venture - Series Unknown
6233,Grant
6234,Post-IPO Equity
6235,Seed
6236,Angel
6237,Debt Financing
6238,Series A
6239,Pre-Seed
6240,Series C
6241,Seed
6242,Equity Crowdfunding
6243,Secondary Market
6244,Series A
6245,Debt Financing
6246,Angel
6247,Series C
6248,Funding Round
6249,Post-IPO Equity
6250,Series B
6251,Post-IPO Equity
6252,Venture - Series Unknown
6253,Post-IPO Equity
6254,Seed
6255,Venture - Series Unknown
6256,Equity Crowdfunding
6257,Venture - Series Unknown
6258,Seed
6259,Venture - Series Unknown
6260,Venture - Series Unknown
6261,Grant
6262,Grant
6263,Series A
6264,Seed
6265,Venture - Series Unknown
6266,Equity Crowdfunding
6267,Series A
6268,Venture - Series Unknown
6269,Convertible Note
6270,Venture - Series Unknown
6271,Venture - Series Unknown
6272,Venture - Series Unknown
6273,Seed
6274,Venture - Series Unknown
6275,Series C
6276,Series C
6277,Venture - Series Unknown
6278,Venture - Series Unknown
6279,Venture - Series Unknown
6280,Series A
6281,Venture - Series Unknown
6282,Venture - Series Unknown
6283,Equity Crowdfunding
6284,Debt Financing
6285,Seed
6286,Venture - Series Unknown
6287,Venture - Series Unknown
6288,Seed
6289,Pre-Seed
6290,Debt Financing
6291,Angel
6292,Grant
6293,Venture - Series Unknown
6294,Series C
6295,Seed
6296,Seed
6297,Debt Financing
6298,Debt Financing
6299,Pre-Seed
6300,Series A
6301,Post-IPO Debt
6302,Seed
6303,Venture - Series Unknown
6304,Seed
6305,Series B
6306,Series C
6307,Series A
6308,Venture - Series Unknown
6309,Series A
6310,Seed
6311,Series A
6312,Series A
6313,Series B
6314,Post-IPO Equity
6315,Pre-Seed
6316,Pre-Seed
6317,Venture - Series Unknown
6318,Convertible Note
6319,Series B
6320,Seed
6321,Venture - Series Unknown
6322,Convertible Note
6323,Series B
6324,Venture - Series Unknown
6325,Venture - Series Unknown
6326,Series C
6327,Series B
6328,Seed
6329,Debt Financing
6330,Post-IPO Equity
6331,Funding Round
6332,Post-IPO Equity
6333,Equity Crowdfunding
6334,Series C
6335,Debt Financing
6336,Seed
6337,Debt Financing
6338,Pre-Seed
6339,Venture - Series Unknown
6340,Seed
6341,Seed
6342,Pre-Seed
6343,Venture - Series Unknown
6344,Series A
6345,Seed
6346,Series C
6347,Convertible Note
6348,Grant
6349,Grant
6350,Grant
6351,Series A
6352,Grant
6353,Grant
6354,Seed
6355,Seed
6356,Seed
6357,Debt Financing
6358,Grant
6359,Venture - Series Unknown
6360,Seed
6361,Seed
6362,Pre-Seed
6363,Venture - Series Unknown
6364,Post-IPO Equity
6365,Seed
6366,Convertible Note
6367,Pre-Seed
6368,Seed
6369,Seed
6370,Debt Financing
6371,Series B
6372,Seed
6373,Convertible Note
6374,Venture - Series Unknown
6375,Seed
6376,Seed
6377,Seed
6378,Seed
6379,Seed
6380,Post-IPO Equity
6381,Venture - Series Unknown
6382,Venture - Series Unknown
6383,Seed
6384,Seed
6385,Seed
6386,Seed
6387,Seed
6388,Angel
6389,Venture - Series Unknown
6390,Angel
6391,Angel
6392,Angel
6393,Grant
6394,Seed
6395,Series A
6396,Seed
6397,Grant
6398,Private Equity
6399,Grant
6400,Series B
6401,Grant
6402,Seed
6403,Post-IPO Equity
6404,Series B
6405,Seed
6406,Grant
6407,Series A
6408,Equity Crowdfunding
6409,Convertible Note
6410,Seed
6411,Seed
6412,Series B
6413,Post-IPO Debt
6414,Series B
6415,Series A
6416,Post-IPO Debt
6417,Series D
6418,Convertible Note
6419,Series B
6420,Seed
6421,Series A
6422,Seed
6423,Equity Crowdfunding
6424,Seed
6425,Venture - Series Unknown
6426,Series D
6427,Grant
6428,Venture - Series Unknown
6429,Seed
6430,Venture - Series Unknown
6431,Debt Financing
6432,Post-IPO Equity
6433,Post-IPO Debt
6434,Series A
6435,Series A
6436,Non-equity Assistance
6437,Angel
6438,Venture - Series Unknown
6439,Venture - Series Unknown
6440,Angel
6441,Non-equity Assistance
6442,Venture - Series Unknown
6443,Seed
6444,Angel
6445,Seed
6446,Seed
6447,Venture - Series Unknown
6448,Series B
6449,Venture - Series Unknown
6450,Post-IPO Equity
6451,Venture - Series Unknown
6452,Series B
6453,Post-IPO Debt
6454,Seed
6455,Series A
6456,Debt Financing
6457,Convertible Note
6458,Debt Financing
6459,Seed
6460,Debt Financing
6461,Seed
6462,Venture - Series Unknown
6463,Series A
6464,Series F
6465,Seed
6466,Angel
6467,Series A
6468,Seed
6469,Seed
6470,Debt Financing
6471,Pre-Seed
6472,Seed
6473,Private Equity
6474,Venture - Series Unknown
6475,Angel
6476,Series A
6477,Seed
6478,Seed
6479,Debt Financing
6480,Pre-Seed
6481,Seed
6482,Private Equity
6483,Venture - Series Unknown
6484,Venture - Series Unknown
6485,Venture - Series Unknown
6486,Seed
6487,Debt Financing
6488,Seed
6489,Series B
6490,Venture - Series Unknown
6491,Venture - Series Unknown
6492,Debt Financing
6493,Debt Financing
6494,Venture - Series Unknown
6495,Venture - Series Unknown
6496,Pre-Seed
6497,Funding Round
6498,Venture - Series Unknown
6499,Venture - Series Unknown
6500,Seed
6501,Grant
6502,Equity Crowdfunding
6503,Seed
6504,Venture - Series Unknown
6505,Series B
6506,Venture - Series Unknown
6507,Series A
6508,Seed
6509,Angel
6510,Angel
6511,Series A
6512,Seed
6513,Seed
6514,Debt Financing
6515,Pre-Seed
6516,Seed
6517,Private Equity
6518,Venture - Series Unknown
6519,Venture - Series Unknown
6520,Venture - Series Unknown
6521,Seed
6522,Debt Financing
6523,Seed
6524,Series B
6525,Venture - Series Unknown
6526,Venture - Series Unknown
6527,Debt Financing
6528,Debt Financing
6529,Venture - Series Unknown
6530,Venture - Series Unknown
6531,Pre-Seed
6532,Funding Round
6533,Venture - Series Unknown
6534,Venture - Series Unknown
6535,Seed
6536,Grant
6537,Equity Crowdfunding
6538,Seed
6539,Venture - Series Unknown
6540,Series B
6541,Venture - Series Unknown
6542,Series A
6543,Seed
6544,Angel
6545,Series A
6546,Series A
6547,Series A
6548,Angel
6549,Angel
6550,Angel
6551,Angel
6552,Angel
6553,Series A
6554,Angel
6555,Angel
6556,Seed
6557,Series A
6558,Private Equity
6559,Venture - Series Unknown
6560,Non-equity Assistance
6561,Convertible Note
6562,Series B
6563,Grant
6564,Grant
6565,Seed
6566,Angel
6567,Seed
6568,Seed
6569,Grant
6570,Series A
6571,Series A
6572,Non-equity Assistance
6573,Convertible Note
6574,Seed
6575,Non-equity Assistance
6576,Non-equity Assistance
6577,Non-equity Assistance
6578,Grant
6579,Convertible Note
6580,Seed
6581,Seed
6582,Funding Round
6583,Series E
6584,Seed
6585,Seed
6586,Equity Crowdfunding
6587,Seed
6588,Private Equity
6589,Grant
6590,Grant
6591,Grant
6592,Series A
6593,Venture - Series Unknown
6594,Series A
6595,Seed
6596,Seed
6597,Venture - Series Unknown
6598,Grant
6599,Angel
6600,Grant
6601,Angel
6602,Series A
6603,Seed
6604,Pre-Seed
6605,Post-IPO Equity
6606,Non-equity Assistance
6607,Angel
6608,Series B
6609,Venture - Series Unknown
6610,Seed
6611,Seed
6612,Seed
6613,Venture - Series Unknown
6614,Seed
6615,Debt Financing
6616,Non-equity Assistance
6617,Seed
6618,Seed
6619,Debt Financing
6620,Non-equity Assistance
6621,Series A
6622,Grant
6623,Grant
6624,Grant
6625,Seed
6626,Grant
6627,Non-equity Assistance
6628,Series B
6629,Convertible Note
6630,Seed
6631,Angel
6632,Non-equity Assistance
6633,Grant
6634,Series B
6635,Seed
6636,Grant
6637,Non-equity Assistance
6638,Series B
6639,Grant
6640,Grant
6641,Non-equity Assistance
6642,Grant
6643,Non-equity Assistance
6644,Grant
6645,Grant
6646,Grant
6647,Grant
6648,Debt Financing
6649,Venture - Series Unknown
6650,Non-equity Assistance
6651,Grant
6652,Non-equity Assistance
6653,Series A
6654,Grant
6655,Angel
6656,Series B
6657,Angel
6658,Debt Financing
6659,Venture - Series Unknown
6660,Seed
6661,Venture - Series Unknown
6662,Venture - Series Unknown
6663,Venture - Series Unknown
6664,Seed
6665,Seed
6666,Angel
6667,Seed
6668,Seed
6669,Debt Financing
6670,Series B
6671,Post-IPO Debt
6672,Venture - Series Unknown
6673,Venture - Series Unknown
6674,Venture - Series Unknown
6675,Series D
6676,Series A
6677,Venture - Series Unknown
6678,Series A
6679,Series A
6680,Seed
6681,Series A
6682,Grant
6683,Series A
6684,Series B
6685,Grant
6686,Grant
6687,Seed
6688,Post-IPO Debt
6689,Venture - Series Unknown
6690,Series B
6691,Series B
6692,Series A
6693,Post-IPO Equity
6694,Series B
6695,Seed
6696,Equity Crowdfunding
6697,Seed
6698,Series C
6699,Venture - Series Unknown
6700,Series B
6701,Seed
6702,Venture - Series Unknown
6703,Seed
6704,Series B
6705,Venture - Series Unknown
6706,Post-IPO Equity
6707,Venture - Series Unknown
6708,Post-IPO Debt
6709,Seed
6710,Venture - Series Unknown
6711,Venture - Series Unknown
6712,Convertible Note
6713,Post-IPO Equity
6714,Angel
6715,Venture - Series Unknown
6716,Seed
6717,Venture - Series Unknown
6718,Series B
6719,Series B
6720,Series A
6721,Debt Financing
6722,Series F
6723,Series A
6724,Funding Round
6725,Seed
6726,Series A
6727,Pre-Seed
6728,Series A
6729,Venture - Series Unknown
6730,Series C
6731,Seed
6732,Venture - Series Unknown
6733,Funding Round
6734,Series A
6735,Venture - Series Unknown
6736,Debt Financing
6737,Venture - Series Unknown
6738,Seed
6739,Debt Financing
6740,Seed
6741,Seed
6742,Angel
6743,Series A
6744,Venture - Series Unknown
6745,Seed
6746,Series A
6747,Equity Crowdfunding
6748,Series B
6749,Convertible Note
6750,Debt Financing
6751,Venture - Series Unknown
6752,Seed
6753,Private Equity
6754,Grant
6755,Convertible Note
6756,Angel
6757,Seed
6758,Series A
6759,Debt Financing
6760,Venture - Series Unknown
6761,Series A
6762,Series B
6763,Venture - Series Unknown
6764,Venture - Series Unknown
6765,Venture - Series Unknown
6766,Post-IPO Debt
6767,Series B
6768,Series A
6769,Seed
6770,Equity Crowdfunding
6771,Post-IPO Equity
6772,Seed
6773,Series C
6774,Seed
6775,Post-IPO Equity
6776,Grant
6777,Venture - Series Unknown
6778,Series B
6779,Debt Financing
6780,Venture - Series Unknown
6781,Venture - Series Unknown
6782,Seed
6783,Seed
6784,Seed
6785,Series B
6786,Series A
6787,Seed
6788,Venture - Series Unknown
6789,Venture - Series Unknown
6790,Series B
6791,Convertible Note
6792,Seed
6793,Series B
6794,Venture - Series Unknown
6795,Seed
6796,Angel
6797,Debt Financing
6798,Seed
6799,Series C
6800,Venture - Series Unknown
6801,Seed
6802,Grant
6803,Seed
6804,Series B
6805,Product Crowdfunding
6806,Convertible Note
6807,Post-IPO Equity
6808,Seed
6809,Seed
6810,Seed
6811,Seed
6812,Grant
6813,Non-equity Assistance
6814,Post-IPO Equity
6815,Series A
6816,Equity Crowdfunding
6817,Post-IPO Equity
6818,Non-equity Assistance
6819,Venture - Series Unknown
6820,Seed
6821,Post-IPO Equity
6822,Product Crowdfunding
6823,Venture - Series Unknown
6824,Venture - Series Unknown
6825,Venture - Series Unknown
6826,Series C
6827,Private Equity
6828,Grant
6829,Venture - Series Unknown
6830,Series A
6831,Venture - Series Unknown
6832,Debt Financing
6833,Venture - Series Unknown
6834,Series A
6835,Debt Financing
6836,Debt Financing
6837,Series A
6838,Debt Financing
6839,Series D
6840,Series A
6841,Series F
6842,Seed
6843,Venture - Series Unknown
6844,Seed
6845,Series B
6846,Seed
6847,Seed
6848,Debt Financing
6849,Venture - Series Unknown
6850,Venture - Series Unknown
6851,Seed
6852,Series A
6853,Series B
6854,Series D
6855,Venture - Series Unknown
6856,Post-IPO Equity
